orf	UNIPROT	GENENAME	SGD	OG	HAS_ORTHOLOG	len_ref	len_msa.yk11	n_snp	f_snp	len_msa.fungi	pid.fungi	n_species	f_species	n_matched.fungi	n_mismatched.fungi	n_indel.fungi	f_matched.fungi	f_indel.fungi	r4s.fungi	iq_cat.fungi	leisr_up.fungi	leisr_global.fungi	leisr_local.fungi	n_strains	f_strains	n_matched.yk11	n_indel.yk11	f_matched.yk11	f_mismatched.yk11	f_indel.yk11	r4s.yk11	leisr_up.yk11	leisr_global.yk11	leisr_local.yk11
YHR197W	P38883	RIX1	S000001240	3RSN4	TRUE	763	763	146	0.1913499344692005	831	0.056356487549148127	14	1	29	720	283	0.03800786369593709	0.3709043250327654	1.5987076015727393	2.5019659239842724	358.65192506485414	-22.42831842223458	-20.87980669067789	1012	1	617	0	0.8086500655307994	0.1913499344692005	0	0.13028775622542596	3.5419889559489364	-12.90676510886414	-9.62467952680138
YHR200W	P38886	RPN10	S000001243	3RRG0	TRUE	268	268	32	0.11940298507462686	343	0.3731343283582089	14	1	98	168	37	0.3656716417910448	0.13805970149253732	0.7504785447761194	2.2723880597014925	81.2812473335368	-12.644839887760172	-10.899368261106895	1012	1	236	0	0.8805970149253731	0.11940298507462686	0	0.048933716417910444	6.608615231844186	-6.902091975526941	-5.494103650637907
YHR201C	P38698	PPX1	S000001244	3RS2D	TRUE	397	397	77	0.19395465994962216	543	0.12594458438287148	14	1	46	347	49	0.11586901763224182	0.12342569269521411	1.7858080604534006	2.6272040302267	332.82109889934833	-22.718834805627214	-20.483319581046473	1012	1	320	0	0.8060453400503779	0.19395465994962216	0	0.15525505037783374	4.527898910054646	-12.04999842088949	-8.626791678258323
YHR202W	P38887	YHR202W	S000001245	3RSMW	TRUE	602	602	128	0.21262458471760798	784	0.19933554817275745	14	1	120	482	76	0.19933554817275748	0.12624584717607973	1.5287182724252493	2.6312292358803986	270.49630110318236	-20.70550817211582	-18.392288382529085	1012	1	474	0	0.7873754152823921	0.21262458471760798	0	0.09216409634551495	4.773428037683554	-9.746807179000923	-7.814935280941388
YHR203C	NA	NA	NA	NA	TRUE	261	261	11	0.0421455938697318	308	0.7241379310344828	14	1	130	72	64	0.49808429118773945	0.24521072796934865	0.14464019157088123	1.8275862068965518	6.963921956272206	-5.614457854977548	-4.978041375060551	1012	1	250	0	0.9578544061302682	0.0421455938697318	0	0.015484827586206897	21.19114794563631	-3.7516306303977656	-3.3102154423745933
YHR204W	P38888	MNL1	S000001247	3RT82	TRUE	796	796	171	0.21482412060301506	1638	0.1331658291457286	14	1	105	690	122	0.13190954773869346	0.15326633165829145	1.8882759547738694	2.6105527638190953	456.4228374491596	-23.396054188522346	-20.996776101437266	1012	1	625	0	0.785175879396985	0.21482412060301506	0	0.12761727512562815	4.328897468981899	-11.066290426266404	-8.5046467749457
YHR205W	P11792	SCH9	S000001248	3RSUP	TRUE	824	824	114	0.1383495145631068	1061	0.37014563106796117	14	1	272	519	219	0.3300970873786408	0.2657766990291262	1.0353546966019418	2.0594660194174756	142.2749685105757	-14.520880631800386	-12.38735211992233	1012	1	710	0	0.8616504854368932	0.1383495145631068	0	NA	4.837490234072376	-10.165721076608177	-7.637338281348645
YHR206W	P38889	SKN7	S000001249	3RSUB	TRUE	622	622	104	0.16720257234726688	1358	0.054662379421221874	14	1	28	588	229	0.04501607717041801	0.36816720257234725	2.0587217041800643	2.95016077170418	461.78868613606363	-22.663389750984596	-20.702279197939315	1012	1	518	0	0.8327974276527331	0.16720257234726688	0	0.07085884726688103	5.886611686880788	-8.186228126822131	-6.700196996097726
YHR207C	P38890	SET5	S000001250	3RTNN	TRUE	526	526	74	0.14068441064638784	610	0.12357414448669202	14	1	55	461	82	0.10456273764258556	0.155893536121673	1.3113321292775666	2.844106463878327	101.2916700014495	-19.62229985153321	-18.03937929596892	1007	0.9950592885375494	452	526	0.8593155893536122	0.14068441064638784	1	0.09927114068441065	4.538675656121043	-9.61666995900437	-7.092368610075335
YHR208W	P38891	BAT1	S000001251	3RSDV	TRUE	393	393	34	0.08651399491094147	446	0.39949109414758266	14	1	155	236	28	0.3944020356234097	0.07124681933842239	0.7663495419847328	2.0712468193384224	5.970483491979978	-12.976672739195791	-11.214514784967479	1007	0.9950592885375494	359	393	0.9134860050890585	0.08651399491094147	1	0.025408277353689567	17.19969214688756	-4.216258494704317	-3.8011021150580677
YHR209W	P38892	CRG1	S000001252	3RUNN	TRUE	291	291	74	0.2542955326460481	456	0.09965635738831613	14	1	26	262	27	0.08934707903780069	0.09278350515463918	1.6491316151202748	2.536082474226804	175.5570659995282	-23.29948866877306	-21.543213457160068	1007	0.9950592885375494	217	291	0.7457044673539519	0.2542955326460481	1	NA	4.03264870490065	-14.127521353513037	-10.744557753257947
YHR211W	P38894	FLO5	S000001254	3RRTG	TRUE	1075	1075	67	0.062325581395348835	4206	0	12	0.8571428571428571	1	1075	478	9.302325581395349e-4	0.44465116279069766	4.190534232558139	2.9274418604651165	5405.837224895628	-32.05474317569638	-31.06504828576445	187	0.18478260869565216	1008	1075	0.9376744186046512	0.062325581395348835	1	0.29711211162790696	8.712101349629423	-6.3984871697808625	-4.960910479819461
YHR213W	P0CI67	YHR213W	S000001256	3RRTG	TRUE	198	198	0	0	1982	0	13	0.9285714285714286	1	198	13	0.005050505050505051	0.06565656565656566	3.186460101010101	2.601010101010101	2577.774691996037	-32.221528560561055	-31.157199985738462	630	0.6225296442687747	198	198	1	0	1	0.009956080808080808	NA	NA	NA
YHR216W	P38697	IMD2	S000001259	3RT8T	TRUE	523	523	110	0.21032504780114722	539	0.5411089866156789	14	1	199	240	187	0.38049713193116635	0.3575525812619503	0.5219117973231358	1.9732313575525813	4.463281424553612	-10.46697645159636	-8.9452336750106891	969	0.9575098814229249	413	523	0.7896749521988528	0.21032504780114722	1	NA	2.725839241971345	-20.388914909336748	-13.35770692846251
YIL002C	P40559	INP51	S000001264	3RSF1	TRUE	946	946	116	0.1226215644820296	2000	0.15010570824524316	14	1	141	804	81	0.14904862579281183	0.08562367864693446	1.1033572938689218	2.5602536997885834	15.847282819062622	-17.971329104002788	-16.410575738781798	1012	1	830	0	0.8773784355179705	0.1226215644820296	0	0.07254654545454546	5.66147322886509	-7.9473706155784996	-6.192426756827443
YIL003W	P40558	CFD1	S000001265	3RRKM	TRUE	293	293	49	0.16723549488054607	886	0.48805460750853247	14	1	114	150	62	0.3890784982935154	0.21160409556313994	0.8538435494880546	1.9624573378839592	176.5596086751162	-13.28657902712482	-11.154796866618067	1012	1	244	0	0.8327645051194539	0.16723549488054607	0	0.07767327986348123	4.627136016182228	-9.909165266862738	-7.4762296245087105
YIL005W	P40557	EPS1	S000001267	3RSU5	TRUE	701	701	147	0.20970042796005706	1076	0.05706134094151216	14	1	33	661	403	0.047075606276747506	0.5748930099857347	1.822451640513552	3.0684736091298146	274.97296846148123	-23.800657061526604	-22.309465040888018	1012	1	554	0	0.7902995720399429	0.20970042796005706	0	0.2231561768901569	3.04157796868875	-17.694123458876213	-12.727348469681408
YIL006W	P40556	YIA6	S000001268	3RRDN	TRUE	373	373	56	0.15013404825737264	557	0.28954423592493295	14	1	107	265	53	0.2868632707774799	0.14209115281501342	1.3506637801608579	2.479892761394102	59.64318166180706	-18.104526585057787	-15.543753960164238	1012	1	317	0	0.8498659517426274	0.15013404825737264	0	0.09579504289544236	4.634806293381751	-9.443473827328665	-7.060113664318948
YIL007C	P40555	"NAS2"	S000001269	3RV5G	TRUE	220	220	54	0.24545454545454545	289	0.10909090909090913	14	1	12	196	111	0.05454545454545454	0.5045454545454545	1.6632081818181819	2.8181818181818183	140.6762092290234	-22.691930579069027	-20.90270457866945	1012	1	166	0	0.7545454545454545	0.24545454545454545	0	0.18962483181818182	3.2717241011037883	-14.842949211986864	-10.775070080776947
YIL009W	P39002	FAA3	S000001271	3RRXV	TRUE	694	694	138	0.1988472622478386	744	0.3054755043227666	13	0.9285714285714286	203	482	694	0.29250720461095103	1	0.9620201729106628	2.2564841498559076	32.940717514862385	-15.061464833330906	-13.39262664013574	1012	1	556	0	0.8011527377521613	0.1988472622478386	0	0.15033258213256484	4.041383453315674	-12.010974812554569	-8.937510595241042
YIL010W	P40553	DOT5	S000001272	3RUHW	TRUE	215	215	55	0.2558139534883721	260	0.13023255813953494	14	1	21	187	64	0.09767441860465116	0.29767441860465116	1.4147013953488372	2.33953488372093	515.5998332321651	-20.167997093706852	-18.181242662401154	995	0.983201581027668	160	215	0.7441860465116279	0.2558139534883721	1	0.14450161860465116	3.2326308673912463	-14.353275153567523	-11.244627543140819
YIL013C	P40550	PDR11	S000001275	3RTXR	TRUE	1411	1411	161	0.11410347271438696	1911	0.16371367824238126	14	1	224	1180	161	0.15875265768958186	0.11410347271438696	1.379413182140326	2.276399716513111	302.9237664696616	-19.781895351539625	-17.76945112171046	996	0.9841897233201581	1250	1411	0.8858965272856131	0.11410347271438696	1	0.050770503189227496	8.216175784425008	-6.162927454759635	-5.130150600155242
YIL016W	P40548	SNL1	S000001278	3RVGK	TRUE	159	159	41	0.2578616352201258	238	0.07547169811320753	14	1	12	147	29	0.07547169811320754	0.18238993710691823	1.5511842767295598	2.6289308176100628	66.76492585420816	-21.904023420488365	-20.39087455060178	1012	1	118	0	0.7421383647798742	0.2578616352201258	0	0.12560588679245283	3.525083594849844	-12.100303934363364	-8.953937081216607
YIL019W	P40546	FAF1	S000001281	3RTNR	TRUE	346	346	72	0.20809248554913296	491	0.16473988439306353	14	1	53	289	71	0.1531791907514451	0.20520231213872833	1.4514890173410404	2.2630057803468207	524.5851379002497	-19.883980011218824	-17.75089560016794	1012	1	274	0	0.791907514450867	0.20809248554913296	0	0.14587043641618497	3.8603486410699976	-12.6271296118673	-9.839586136646414
YIL020C	P40545	HIS6	S000001282	3RS3U	TRUE	261	261	30	0.11494252873563218	294	0.3869731800766284	14	1	101	160	5	0.38697318007662834	0.019157088122605363	1.0028880842911878	2.0651340996168583	119.81555789293047	-15.647871191069008	-13.334829269402054	1012	1	231	0	0.8850574712643678	0.11494252873563218	0	0.09353790804597702	5.995364481190141	-7.441791692995424	-5.564976666743664
YIL021W	P16370	RPB3	S000001283	3RSMN	TRUE	318	318	37	0.11635220125786164	359	0.3867924528301887	14	1	36	195	238	0.11320754716981132	0.7484276729559748	0.6801040880503144	2.2327044025157234	36.52274842560312	-11.437326040472545	-10.045985968655723	1012	1	281	0	0.8836477987421384	0.11635220125786164	0	0.03592913836477987	11.791879996171904	-5.022390291055335	-4.39176986325852
YIL022W	Q01852	TIM44	S000001284	3RSNP	TRUE	431	431	57	0.13225058004640372	559	0.3225058004640371	14	1	97	292	110	0.22505800464037123	0.2552204176334107	0.7485126914153132	2.0603248259860787	6.7088992222452735	-12.799746769985795	-11.1859351941084	1012	1	374	0	0.8677494199535963	0.13225058004640372	0	0.03876730858468677	9.535036015663566	-5.531449902933255	-4.811042555527946
YIL026C	P40541	IRR1	S000001288	3RTC3	TRUE	1150	1150	184	0.16	1430	0.05130434782608695	14	1	29	1091	526	0.025217391304347827	0.4573913043478261	1.6560071304347825	2.777391304347826	215.272472910378	-22.137658038690272	-20.71898902157268	1012	1	966	0	0.84	0.16	0	0.08384355217391304	5.401862383864441	-8.541086896636802	-6.888453428152219
YIL027C	P40540	EMC5	S000001289	3RV1U	TRUE	141	141	25	0.1773049645390071	166	0.07801418439716312	14	1	11	130	27	0.07801418439716312	0.19148936170212766	1.5371212765957447	2.234042553191489	6.939458440536843	-21.463218127158854	-19.719752468380655	1012	1	116	0	0.8226950354609929	0.1773049645390071	0	0.15082770212765959	4.333715068708468	-12.517189759716556	-7.905726230096753
YIL030C	P40318	SSM4	S000001292	3RRTA	TRUE	1319	1319	220	0.16679302501895377	1517	0.07960576194086433	13	0.9285714285714286	2	1214	1319	0.001516300227445034	1	2.0303366186504928	2.6755117513267628	490.53646302914495	-20.647012660202595	-18.94404543056354	1012	1	1099	0	0.8332069749810462	0.16679302501895377	0	NA	4.907518978634309	-9.835269786931505	-7.8870741690684225
YIL031W	P40537	ULP2	S000001293	3RSY6	TRUE	1034	1034	215	0.2079303675048356	1470	0.05609284332688591	14	1	47	976	468	0.045454545454545456	0.4526112185686654	2.827913578336557	2.627659574468085	857.2540070826597	-25.789880076036177	-23.827436957942307	1012	1	819	0	0.7920696324951644	0.2079303675048356	0	0.09619691392649903	4.747370751737375	-9.920421779697646	-7.943490407047869
YIL033C	P07278	BCY1	S000001295	3RSCY	TRUE	416	416	52	0.125	513	0.31009615384615385	14	1	123	287	52	0.2956730769230769	0.125	0.9233295432692308	2.2235576923076925	124.77777167799665	-15.193436890058987	-13.303798023378306	1012	1	364	0	0.875	0.125	0	0.04299794471153846	9.29600427764405	-5.500113351541352	-4.781517830155727
YIL034C	P13517	CAP2	S000001296	3RR90	TRUE	287	287	47	0.16376306620209058	376	0.2752613240418118	14	1	76	208	33	0.26480836236933797	0.11498257839721254	1.0174724738675958	2.4250871080139373	38.9853226814086	-16.149492531606533	-14.375893667329146	1012	1	240	0	0.8362369337979094	0.16376306620209058	0	0.07205637979094076	5.34225977589481	-8.2537318072047	-6.695631106866964
YIL035C	P15790	CKA1	S000001297	3RTD7	TRUE	372	372	45	0.12096774193548387	393	0.4354838709677419	14	1	156	210	46	0.41935483870967744	0.12365591397849462	0.6185854838709678	2.0725806451612905	33.4481873245251	-11.075467913950968	-9.581083747996589	1012	1	327	0	0.8790322580645161	0.12096774193548387	0	0.045282344086021505	8.150661982934448	-6.120517024169155	-5.092653862489748
YIL036W	P40535	CST6	S000001298	3RXGB	TRUE	587	587	166	0.282793867120954	906	0.10051107325383302	14	1	37	528	390	0.06303236797274275	0.6643952299829642	2.1787459284497444	2.8381601362862012	908.7797308624608	-19.891941379450575	-18.095560974500103	1012	1	421	0	0.717206132879046	0.282793867120954	0	0.23445659625212947	2.932989993576487	-18.833576894570083	-14.131069962921764
YIL038C	P06102	NOT3	S000001300	3RSF9	TRUE	836	836	129	0.15430622009569378	1085	0.12559808612440193	14	1	28	731	391	0.03349282296650718	0.4677033492822967	1.633715909090909	2.4485645933014353	450.3974003527485	-20.56148513993696	-18.73812376617643	1012	1	707	0	0.8456937799043063	0.15430622009569378	0	0.10552996411483254	4.798033019371003	-9.583613708442622	-7.335700577798318
YIL039W	P40533	TED1	S000001301	3RSEV	TRUE	473	473	74	0.15644820295983086	742	0.2600422832980972	14	1	120	350	42	0.2536997885835095	0.08879492600422834	1.1994336152219873	2.287526427061311	152.16848610758194	-17.965901930648723	-15.798960601463781	1012	1	399	0	0.8435517970401691	0.15644820295983086	0	0.060823919661733616	5.8646751194792355	-7.747315594266179	-6.475240230951143
YIL041W	P40531	GVP36	S000001303	3RTYI	TRUE	326	326	50	0.15337423312883436	394	0.18404907975460127	14	1	56	266	44	0.17177914110429449	0.13496932515337423	0.8980907975460123	2.2300613496932513	67.18499736679016	-15.070540702312881	-13.619809828353073	1012	1	276	0	0.8466257668711656	0.15337423312883436	0	0.04375412576687117	6.409892849297291	-6.54877061313089	-5.127478503634819
YIL043C	P38626	CBR1	S000001305	3RRE3	TRUE	284	284	48	0.16901408450704225	582	0.2676056338028169	14	1	76	208	16	0.2676056338028169	0.056338028169014086	0.9248295774647888	2.3450704225352115	110.06582351855413	-15.40972169603267	-13.70169518423327	1012	1	236	0	0.8309859154929577	0.16901408450704225	0	0.11349672535211268	4.664804554484224	-11.379786704417494	-8.063014236257725
YIL044C	P40529	AGE2	S000001306	3RU8T	TRUE	298	298	59	0.19798657718120805	1203	0.03691275167785235	14	1	11	287	80	0.03691275167785235	0.2684563758389262	1.8829560402684564	2.838926174496644	1112.7375580767018	-23.78553800804495	-21.399835827366523	1012	1	239	0	0.802013422818792	0.19798657718120805	0	0.20214704026845637	3.46886068462119	-16.394039670860746	-11.63358106294152
YIL045W	P40187	PIG2	S000001307	3RSJH	TRUE	538	538	119	0.2211895910780669	1144	0.03159851301115246	14	1	13	521	281	0.024163568773234202	0.5223048327137546	2.9580034014869887	2.9516728624535316	789.8263859506845	-25.8115779068687	-23.90594863673068	1012	1	419	0	0.7788104089219331	0.2211895910780669	0	0.11753862639405205	4.005604904730612	-11.381832789387053	-9.146431217182819
YIL046W	P39014	MET30	S000001308	3RSTA	TRUE	640	640	87	0.1359375	841	0.31718749999999996	14	1	200	437	131	0.3125	0.2046875	1.18906246875	2.05625	567.330692607062	-16.496222092092065	-13.988469681846468	1002	0.9901185770750988	553	640	0.8640625	0.1359375	1	0.0787793546875	5.1920206818973975	-9.55060951085829	-7.229583955088971
YIL047C	P40528	SYG1	S000001309	3RRVC	TRUE	902	902	122	0.1352549889135255	1223	0.14412416851441245	14	1	100	772	276	0.11086474501108648	0.30598669623059865	1.5163305986696232	2.6840354767184036	73.80935569120693	-20.515662958632564	-18.476127515511966	1002	0.9901185770750988	780	902	0.8647450110864745	0.1352549889135255	1	0.07256401441241685	5.661008661260412	-8.301555270726176	-6.619671814051215
YIL048W	P40527	NEO1	S000001310	3RRH4	TRUE	1151	1151	136	0.11815812337098175	1386	0.43266724587315375	14	1	245	653	668	0.21285838401390095	0.580364900086881	0.8115398001737619	2.064291920069505	15.860421363376865	-12.693151598442649	-10.747500013467835	1012	1	1015	0	0.8818418766290183	0.11815812337098175	0	0.03684527280625543	11.277090640957454	-5.192650172583088	-4.583744468785824
YIL050W	P40186	PCL7	S000001312	3RTZB	TRUE	285	285	54	0.18947368421052632	853	0.2666666666666667	14	1	75	209	100	0.2631578947368421	0.3508771929824561	1.4892151578947368	2.336842105263158	390.2776528302627	-20.781241005045874	-17.65707915933353	1002	0.9901185770750988	231	285	0.8105263157894737	0.18947368421052632	1	0.09200175438596492	4.917254796433068	-9.397506606024818	-7.717390683285276
YIL053W	P41277	GPP1	S000001315	3RTWC	TRUE	250	250	26	0.104	272	0.33199999999999996	14	1	80	167	6	0.32	0.024	0.53178932	2.076	4.448142167976695	-10.11194892467616	-9.088651593737186	1012	1	224	0	0.896	0.104	0	0.025644924	15.005242473081353	-4.222176323514301	-3.7551983493786567
YIL056W	P40522	VHR1	S000001318	3RR46	TRUE	640	640	118	0.184375	1152	0.09218749999999998	14	1	23	581	295	0.0359375	0.4609375	1.6733	2.621875	305.18586801013834	-21.89775994730509	-20.046742831180634	1012	1	522	0	0.815625	0.184375	0	NA	3.3727115250855357	-14.773245186897853	-10.72758076651408
YIL057C	P40188	RGI2	S000001319	3RUGV	TRUE	164	164	26	0.15853658536585366	212	0.19512195121951215	14	1	30	132	13	0.18292682926829268	0.07926829268292683	0.8774158536585366	2.5365853658536586	3.6428395944545917	-14.870118697608467	-13.770133983927447	1012	1	138	0	0.8414634146341463	0.15853658536585366	0	0.11654219512195121	4.529885684510753	-8.18807877386112	-5.871125091368148
YIL061C	Q00916	SNP1	S000001323	3RTSP	TRUE	300	300	52	0.17333333333333334	483	0.1333333333333333	14	1	37	260	63	0.12333333333333334	0.21	1.606885	2.7333333333333334	172.02342370983575	-21.95647329197141	-20.24049328817311	1012	1	248	0	0.8266666666666667	0.17333333333333334	0	0.16265214333333333	3.413110926823057	-12.580242647937684	-9.015820852418294
YIL062C	P40518	ARC15	S000001324	3RUG9	TRUE	154	154	31	0.2012987012987013	324	0.23376623376623373	14	1	35	118	3	0.22727272727272727	0.01948051948051948	0.8649785714285714	2.25974025974026	68.50534661425667	-15.178539614145674	-13.847025666127715	1012	1	123	0	0.7987012987012987	0.2012987012987013	0	0.14101627272727274	4.2167587830409925	-10.03530794325937	-7.297430516868972
YIL063C	P40517	YRB2	S000001325	3RUAF	TRUE	327	327	68	0.20795107033639143	535	0.10703363914373087	14	1	35	292	53	0.10703363914373089	0.1620795107033639	1.954877370030581	2.6513761467889907	708.2604554588246	-24.324869712618387	-22.148418102609178	1012	1	259	0	0.7920489296636085	0.20795107033639143	0	0.2008683027522936	3.1404389317716133	-14.746202679126549	-10.922962644646057
YIL064W	P40516	EFM4	S000001326	3RTAZ	TRUE	257	257	54	0.21011673151750973	384	0.33463035019455256	14	1	46	171	80	0.17898832684824903	0.311284046692607	1.0689844357976654	2.6614785992217898	602341.5319258571	-15.514527294876109	-13.797049899333741	1012	1	203	0	0.7898832684824902	0.21011673151750973	0	0.143866140077821	3.5322305273664467	-12.60111479034614	-9.5790172683497
YIL065C	P40515	FIS1	S000001327	3RV6W	TRUE	155	155	20	0.12903225806451613	169	0.2129032258064516	14	1	31	122	7	0.2	0.04516129032258064	0.9427522580645161	2.541935483870968	4.6826021904986295	-15.655849927676067	-14.339655994726268	1012	1	135	0	0.8709677419354839	0.12903225806451613	0	0.029058290322580647	15.623439247708363	-4.2434367464230585	-3.84126454854182
YIL066C	P21672	RNR3	S000001328	3RS41	TRUE	869	869	94	0.10817031070195628	992	0.5696202531645569	14	1	493	374	29	0.567318757192175	0.0333716915995397	0.4934627733026467	1.4718066743383198	51.036233220275385	-10.056114728743525	-8.44099682921119	1012	1	775	0	0.8918296892980437	0.10817031070195628	0	NA	6.121580452257691	-8.081541959912185	-6.167978798687864
YIL067C	P40514	YIL067C	S000001329	3RS52	TRUE	678	678	130	0.19174041297935104	887	0.1887905604719764	14	1	128	550	94	0.1887905604719764	0.13864306784660768	1.4079026548672566	2.2507374631268435	166.90293304581786	-19.723245508082012	-17.579768997614106	1012	1	548	0	0.8082595870206489	0.19174041297935104	0	0.11959844100294985	4.575508562518418	-10.44066307071987	-8.26676027138046
YIL068C	P32844	SEC6	S000001330	3RRYV	TRUE	805	805	88	0.1093167701863354	927	0.11180124223602483	14	1	79	715	60	0.09813664596273292	0.07453416149068323	1.0971890683229815	2.4931677018633542	4.806555220533903	-18.41446070544717	-17.013248944489433	1012	1	717	0	0.8906832298136645	0.1093167701863354	0	0.04077953540372671	8.84401015563585	-5.883065851250745	-5.045793857190246
YIL074C	P40510	SER33	S000001336	3RRPT	TRUE	469	469	38	0.08102345415778252	517	0.5778251599147122	14	1	268	198	10	0.5714285714285714	0.021321961620469083	0.3426801279317697	1.6567164179104477	4.687787418882904	-8.877960012625797	-7.6328949490539415	1009	0.9970355731225297	431	469	0.9189765458422174	0.08102345415778252	1	0.030425633262260127	11.683945545397059	-5.038441041211517	-4.242135039476025
YIL075C	P32565	RPN2	S000001337	3RR28	TRUE	945	945	116	0.12275132275132275	1247	0.2931216931216931	14	1	115	668	461	0.12169312169312169	0.48783068783068784	0.8046513227513228	2.0465608465608467	15.25035747473325	-13.674494207028104	-12.088445409195332	1012	1	829	0	0.8772486772486773	0.12275132275132275	0	0.08450654285714286	5.8624868378628925	-7.70409109949328	-5.928743167089428
YIL076W	P40509	SEC28	S000001338	3RTXN	TRUE	296	296	50	0.16891891891891891	441	0.07094594594594594	14	1	19	275	32	0.06418918918918919	0.10810810810810811	1.121722635135135	2.6587837837837838	72.59629493863889	-19.030055480470015	-17.803530158776535	1012	1	246	0	0.831081081081081	0.16891891891891891	0	0.05552320608108108	6.646991152733919	-6.760310830072384	-5.686319708117756
YIL077C	P40508	YIL077C	S000001339	3RUK1	TRUE	320	320	83	0.259375	421	0.04062500000000002	14	1	10	307	162	0.03125	0.50625	1.920038125	2.828125	723.0310666392228	-22.748430016323123	-21.470649157671822	1012	1	237	0	0.740625	0.259375	0	0.146557034375	4.086178695726385	-11.905715685647198	-9.634460251232523
YIL078W	P04801	THS1	S000001340	3RSHR	TRUE	734	734	64	0.08719346049046321	1185	0.5217983651226158	14	1	224	351	304	0.30517711171662126	0.4141689373297003	0.5396086784741144	1.8256130790190737	5.286065245328513	-10.52052682632632	-8.998830851992127	1012	1	670	0	0.9128065395095368	0.08719346049046321	0	0.03314284741144414	8.844204360859637	-5.602786241433059	-4.629155296266237
YIL079C	P40507	AIR1	S000001341	3RR5K	TRUE	360	360	74	0.20555555555555555	1044	0.16666666666666663	14	1	60	300	110	0.16666666666666666	0.3055555555555556	1.819507888888889	2.7055555555555557	477.7958541761698	-21.847586173151313	-19.472028605241764	1012	1	286	0	0.7944444444444444	0.20555555555555555	0	0.14971098333333333	3.9549451667508664	-11.443516457690944	-8.65049630010675
YIL083C	P40506	CAB2	S000001345	3RR0S	TRUE	365	365	38	0.10410958904109589	577	0.3616438356164383	14	1	76	233	168	0.20821917808219179	0.4602739726027397	0.9641817808219179	2.287671232876712	9.997018664238585	-14.408092392665422	-12.345281741902761	1012	1	327	0	0.8958904109589041	0.10410958904109589	0	0.038324994520547946	10.00713197221984	-5.467530781658671	-4.651829569587675
YIL084C	P40505	SDS3	S000001346	3RRTN	TRUE	327	327	54	0.1651376146788991	420	0.15902140672782872	14	1	19	275	198	0.0581039755351682	0.6055045871559633	1.0828813455657493	2.302752293577982	38.8830655789949	-16.133570468625738	-14.606605729502181	1012	1	273	0	0.8348623853211009	0.1651376146788991	0	0.10156835474006116	5.25664962631342	-8.505312481066568	-6.800134284176546
YIL087C	P40502	AIM19	S000001349	3RV5V	TRUE	157	157	39	0.2484076433121019	203	0.08917197452229297	14	1	14	143	34	0.08917197452229299	0.21656050955414013	1.4014248407643313	2.5286624203821657	71.55233136142182	-20.113607731285637	-18.535725218258413	1012	1	118	0	0.7515923566878981	0.2484076433121019	0	0.13774291719745224	4.113534889521137	-10.860358734867084	-8.520127126790415
YIL088C	P40501	AVT7	S000001350	3RRVD	TRUE	490	490	91	0.18571428571428572	627	0.1673469387755102	14	1	82	408	97	0.1673469387755102	0.19795918367346937	1.351745306122449	2.426530612244898	88.05028840672279	-18.90372683337397	-16.63088773267602	1012	1	399	0	0.8142857142857143	0.18571428571428572	0	NA	5.001362988611551	-11.401984012527324	-8.394744974953461
YIL090W	P40499	ICE2	S000001352	3RTKW	TRUE	491	491	60	0.12219959266802444	669	0.19348268839103866	14	1	76	396	156	0.15478615071283094	0.31771894093686354	1.0701448065173116	2.0040733197556007	69.34492205276462	-15.7718902482689	-13.960141168953745	1012	1	431	0	0.8778004073319755	0.12219959266802444	0	0.05471770061099796	7.296687609945406	-6.576624062263416	-5.394166533817999
YIL091C	P40498	UTP25	S000001353	3RR3Y	TRUE	721	721	122	0.16920943134535368	818	0.20527045769764218	14	1	145	573	93	0.20110957004160887	0.1289875173370319	1.2462595006934813	2.102635228848821	255.03391507917743	-18.218889836376107	-16.062249373382205	1012	1	599	0	0.8307905686546463	0.16920943134535368	0	0.16205857142857144	3.723586458839761	-12.090335534181278	-8.744704251685484
YIL093C	P40496	RSM25	S000001355	3RTFW	TRUE	264	264	47	0.17803030303030304	363	0.2007575757575758	14	1	50	211	60	0.1893939393939394	0.22727272727272727	1.3168564393939395	2.257575757575758	269.51942052953893	-19.36663344687968	-17.18702763987215	1012	1	217	0	0.821969696969697	0.17803030303030304	0	0.049841386363636365	7.9608414328340515	-6.175978757580094	-5.321328682600031
YIL095W	P40494	PRK1	S000001357	3RTEV	TRUE	810	810	179	0.22098765432098766	1328	0.11234567901234571	14	1	90	719	205	0.1111111111111111	0.25308641975308643	2.5188777160493827	2.6666666666666665	943.404698822167	-26.36142696186529	-23.645664885803264	1012	1	631	0	0.7790123456790123	0.22098765432098766	0	0.12633964320987653	4.0472094984644045	-12.362422425176694	-9.517438843720763
YIL096C	P40493	BMT5	S000001358	3RT4H	TRUE	336	336	71	0.2113095238095238	519	0.17559523809523814	14	1	5	277	300	0.01488095238095238	0.8928571428571429	1.233861011904762	2.6607142857142856	64.65962544106783	-17.854829677087448	-16.123423711142813	1012	1	265	0	0.7886904761904762	0.2113095238095238	0	0.0919689880952381	4.999732497091932	-8.991803459857751	-7.431301676517583
